"FIRE_YEAR","FIRE_NAME","VB_ID","NUM_ASSESS","NIFMID_LNK","AGENCY","ICS_CODE","EDIT_DATE"
"1992","RAINBOW","1992RAINBOW",1,"USF05041992000087","USF","INF",20041007
"1992","RATTLESNAKE","1992RATTLESNAKE",1,"NPS05001992000042","NPS","KNP",20140612
"1992","RUBY","1992RUBY",1,"USF05161992000087","USF","STF",20040108
"1992","SECO","1992SECO",2,"USF05071992000026","USF","LPF",20080602
"1993","1993CAINF00000035","1993CAINF00000035",1,"USF05041993000035","USF","INF",20041007
"1993","BACKBONE","1993BACKBONE",1,"CDF05001993000136","CDF","FKU",20041007
"1993","BODEN","1993BODEN",1,"USF05021993000006","USF","CNF",20080602
"1993","BUCK PEAK","1993BUCK_PEAK",1,"NPS05001993000018","NPS","KNP",20140612
"1993","EAGLE","1993EAGLE",1,"CDF05001993000208","CDF","MVU",20080602
"1993","GUEJIUTO","1993GUEJIUTO",1,"CDF05001993001007","CDF","MVU",20080602
"1993","KINNELOA FIRE","1993KINNELOA",1,"CCO05001993000045","CCO","LAC",20080602
"1993","MARRE","1993MARRE",1,"USF05071993000036","USF","LPF",20080603
"1993","ORTEGA","1993ORTEGA",2,"CCO05001993036746","CCO","ORC",20080602
"1993","REPPLIER","1993REPPLIER",1,"CDF05001993001754","CDF","RRU",20080603
"1993","ROAD","1993ROAD",1,"USF05031993000003","USF","ENF",20040108
"1993","WHEEL","1993WHEEL",1,"USF05071993000043","USF","LPF",20080603
"1993","WHITE DEER","1993WHITE_DEER",1,"USF05131993000031","USF","SQF",20041007
"1993","WILLOW","1993WILLOW",1,"NPS05001993000061","NPS","KNP",20140612
"1994"," ","1994USF0507199400000A",1,"USF0507199400000A","USF","LPF",20080604
"1994"," ","1994USF0512199400000A",1,"USF0512199400000A","USF","BDF",20080604
"1994","BARKLEY","1994BARKLEY",1,"CDF05001994000257","CDF","TGU",20070309
"1994","BEAR","1994BEAR",1,"USF05051994000036","USF","KNF",20070620
"1994","BIG CREEK","1994BIG_CREEK",1,"USF05151994000099","USF","SNF",20041007
"1994","BROKEN","1994BROKEN",1,"USF05161994000055","USF","STF",0
"1994","COTTONWOOD","1994COTTONWOOD",1,"USF05171994000042","USF","TNF",20040108
"1994","CREEK","1994CREEK",1,"CDF05001994000678","CDF","TCU",20041230
"1994","CRYSTAL","1994CRYSTAL",1,"USF05171994000034","USF","TNF",20040108
"1994","DEVILS","1994DEVILS",1,"USF05121994000097","USF","BDF",20080603
"1994","DOYLE","1994DOYLE",1,"BLM0500199400D275","BLM","CCD",20080604
"1994","ESPERANZA","1994ESPERANZA",1,"CDF05001994000000","CDF","RRU",20080604
"1994","FOUR LANE","1994FOUR_LANE",1,"CDF05001994000186","CDF","FKU",20041007
"1994","GARLIC","1994GARLIC",1,"USF05151994000041","USF","SNF",20041007
"1994","HIRSCHDALE","1994HIRSCHDALE",1,"USF05171994000039","USF","TNF",20040108
"1994","HORIZON","1994HORIZON",1,"NPS05001994000071","NPS","YNP",20040820
"1994","HWY 41","1994HWY41",1,"CDF05001994000364","CDF","SLU",20080604
"1994","JACK #1","1994JACK1",1,"USF05051994000113","USF","KNF",20070409
"1994","KELSEY","1994KELSEY",1,"CDF05001994000383","CDF","AEU",20040108
"1994","KERN","1994KERN",1,"USF05131994000004","USF","SQF",20110414
"1994","LUCAS #4","1994LUCAS4",1,"USF05131994000040","USF","SQF",20080603
"1994","PALM","1994PALM",1,"USF05121994000071","USF","BDF",20080603
"1994","PEAK","1994PEAK",1,"USF05131994000035","USF","SQF",20080603
"1994","POWERHOUSE #2","1994POWERHOUSE2",1,"USF05151994000088","USF","SNF",0
"1994","SCOUT","1994SCOUT",1,"USF05011994000065","USF","ANF",20080725
"1994","SECATA","1994SECATA",1,"USF05151994000103","USF","SNF",0
"1994","SECOND","1994SECOND",1,"USF05021994000016","USF","CNF",20080603
"1994","SHOOTING FIRE","1994SHOOTING",1,"CCO05001994000007","CCO","LAC",20080603
"1994","SPECIMEN","1994SPECIMEN",1,"USF05051994000170","USF","KNF",20070620
"1994","SUGARFOOT","1994SUGARFOOT",1,"USF05081994000011","USF","MNF",20070620
"1994","WHITE BLANKET","1994WHITE_BLANKET",1,"USF05131994000030","USF","SQF",20080603
"1994","WILLOW","1994WILLOW",1,"USF05121994000185","USF","BDF",20080604
"1995","APACHE","1995APACHE",1,"USF05121995000172","USF","BDF",20080604
"1995","BLUFF","1995BLUFF",1,"CDF05001995001738","CDF","RRU",20080604
"1995","BUTTERFIELD","1995BUTTERFIELD",1,"USF05021995000010","USF","CNF",20080604
"1995","CASTLE WF","1995CASTLE",1,"NPS05001995000079","NPS","KNP",20140506
"1995","CROWDER","1995CROWDER",1,"USF05121995000000","USF","BDF",20080604
"1995","EL MONTE","1995EL_MONTE",1,"USF05021995000045","USF","CNF",20080604
"1995","HELESTER","1995HELESTER",1,"USF05171995000022","USF","TNF",0
"1995","MEEKS","1995MEEKS",1,"USF05191995000054","USF","TMU",20031216
"1995","MILL","1995MILL",1,"USF05031995000049","USF","ENF",20040108
"1995","POLE","1995POLE",1,"USF05041995000379","USF","INF",20041007
"1995","PONY","1995PONY",1,"USF05051995000070","USF","KNF",20070409
"1995","POWERHOUSE #2","1995POWERHOUSE2",1,"CDF05001995000165","CDF","FKU",0
"1995","ROCKY","1995ROCKY",1,"USF05131995000037","USF","SQF",20080604
"1995","SO.TURNER","1995SO_TURNER",1,"NPS05001995000024","NPS","YNP",0
"1995","VERBENIA","1995VERBENIA",1,"CDF05001995001174","CDF","RRU",20080604
"1995","WARNER","1995WARNER",1,"CDF05001995000997","CDF","MVU",20080604
"1995","WUKSACHI","1995WUKSACHI",1,"NPS05001995000075","NPS","KNP",0
"1996","ACKERSON","1996ACKERSON",1,"NPS05001996000120","NPS","YNP",20040312
"1996","ADAM","1996ADAM",1,"NPS05001996000094","NPS","YNP",0
"1996","AUTUMN HILLS","1996AUTUMNHILLS",1,"USF05211996000013","USF","TOI",20040108
"1996","BEE #2","1996BEE2",1,"USF05121996000106","USF","BDF",20080609
"1996","BELLI","1996BELLI",1,"USF05211996000066","USF","TOI",20040108
"1996","BICHOTA","1996BICHOTA",1,"USF05011996000106","USF","ANF",20080609
"1996","BIG ARROYO","1996BIG_ARROYO",1,"NPS05001996000082","NPS","KNP",20140506
"1996","BIG CREEK","1996BIG_CREEK",1,"USF05161996000048","USF","STF",20050103
"1996","BOREL","1996BOREL",1,"USF05131996000081","USF","SQF",20080609
"1996","CANYON","1996CANYON",1,"USF05131996000013","USF","SQF",20080609
"1996","CASTLE COMPLEX","1996CASTLE_COMPLEX",1,"NPS05001996000072","NPS","KNP",20140506
"1996","COLEVILLE","1996COLEVILLE",1,"USF05211996000032","USF","TOI",20040108
"1996","COOKS","1996COOKS",1,"USF05111996000093","USF","PNF",20060125
"1996","DAMON/LONG","1996DAMON",1,"USF05091996000107","USF","MDF",0
"1996","DIEGO","1996DIEGO",1,"CDF05001996000000","CDF","RRU",20080609
"1996","DIXIE FIRE","1996DIXIE",1,"CDF05001996000000","CDF","LMU",20070622
"1996","DORST","1996DORST",1,"NPS05001996000033","NPS","KNP",20140612
"1996","DRIP","1996DRIP",1,"CDF05001996000855","CDF","RRU",20080609
"1996","FORK","1996FORK",1,"USF05081996000011","USF","MNF",20080609
"1996","GORGE","1996GORGE",1,"CCO05001996000000","USF","LPF",20080612
"1996","GRAND","1996GRAND",1,"CCO05001996000000","CCO","VNC",20080612
"1996","HIGHWAY 58","1996HIGHWAY58",1,"USF05071996000059","USF","LPF",20080612
"1996","HORSE","1996HORSE",1,"USF05091996000044","USF","MDF",20080609
"1996","HOSPITAL","1996HOSPITAL",1,"NPS05001996000075","NPS","KNP",0
"1996","ILL","1996ILL",1,"NPS05001996000169","NPS","YNP",20040312
"1996","KAWEAH","1996KAWEAH",1,"NPS05001996000088","NPS","KNP",20140506
"1996","KENDRICK","1996KENDRICK",1,"NPS05001996000118","NPS","YNP",20040312
"1996","KIBBIE","1996KIBBIE",1,"NPS05161996000120","NPS","YNP",0
"1996","MADDALENA","1996MADDALENA",1,"USF05111996000086","USF","PNF",20080609
"1996","MANUAL","1996MANUAL",1,"CDF05001996000685","CDF","TCU",20040108
"1996","MARPLE FIRE","1996MARPLE",1,"CCO05001996000089","CCO","LAC",20080609
"1996","MT. JACKSON","1996MTJACKSON",1,"USF05211996000071","USF","TOI",20040108
"1996","RESERVOIR","1996RESERVOIR",1,"USF05011996000202","USF","ANF",20080609
"1996","ROCK","1996ROCK",1,"USF05141996000116","USF","SHF",20070821
"1996","ROGGE","1996ROGGE",1,"USF05161996000038","USF","STF",20041230
"1996","SAGE FLAT","1996SAGE_FLAT",1,"USF05041996000025","USF","INF",20080609
"1996","SIERRA","1996SIERRA",1,"USF05131996000032","USF","SQF",20080609
"1996","STUMPFIELD","1996STUMPFIELD",1,"CDF05001996000352","CDF","MMU",20041008
"1996","SUR","1996SUR",1,"USF05071996000072","USF","LPF",20080609
"1996","TRIMMER","1996TRIMMER2",1,"CDF05001996000224","CDF","FKU",0
"1996","WALKER CPX","1996WALKER_CPX",1,"BLM0500199600D144","BLM","BBD",20080725
"1996","WASIOJA","1996WASIOJA",1,"USF05071996000026","USF","LPF",20080609
"1996","WILD","1996WILD",1,"USF05071996000069","USF","LPF",20080612
"1997","AMPHITHEATER","1997AMPHITHEATER",1,"NPS05001997000063","NPS","KNP",20140612
"1997","BAKER","1997BAKER",1,"CCO05001997000000","CCO","ORC",20080616
"1997","CANYON II FIRE","1997CANYON2",1,"CCO05001997029000","CCO","LAC",20080612
"1997","CHOKE","1997CHOKE",1,"USF05131997000064","USF","SQF",0
"1997","COFFEE","1997COFFEE",1,"USF05131997000111","USF","SQF",20080612
"1997","HEMLOCK","1997HEMLOCK",1,"USF05121997000069","USF","BDF",20080612
"1997","HOPPER","1997HOPPER",1,"USF05071997000042","USF","LPF",20080613
"1997","HUFFER","1997HUFFER",1,"NPS05001997000000","NPS","LNP",20140612
"1997","JACKS","1997JACKS",1,"USF05131997000067","USF","SQF",20080612
"1997","LOGAN","1997LOGAN",1,"USF05071997000040","USF","LPF",20080612
"1997","MAYBERT","1997MAYBERT",1,"USF05171997000008","USF","TNF",20110414
"1997","MILL","1997MILL",1,"USF05121997000136","USF","BDF",20080612
"1997","NARROWS","1997NARROWS",1,"USF05011997000186","USF","ANF",20080612
"1997","SUGARLOAF","1997SUGARLOAF",1,"NPS05001997000043","NPS","KNP",20071227
"1997","TOWER","1997TOWER",1,"USF05131997000038","USF","SQF",20080613
"1997","TOWER II","1997TOWER2",1,"USF05041997000018","USF","INF",20110414
"1998"," ","1998USF05071998000000",1,"USF05071998000000","USF","LPF",20080725
"1998","OAT MT","1998OAT_MT",1,"BLM0500199800DA06","BLM","BBD",20080725
"1998","OGILVY","1998OGILVY",1,"USF05071998000028","USF","LPF",20080616
"1998","ROUGH","1998ROUGH",1,"USF05151998000091","USF","SNF",20041008
"1998","TOM","1998TOM",1,"USF05041998000041","USF","INF",20041008
"1999","BEAN CREEK","1999BEAN_CREEK",1,"USF05111999000132","USF","PNF",0
"1999","BELL WEST","1999BELL_WEST",1,"USF05091999000005","USF","MDF",20070622
"1999","BLOOMER","1999BLOOMER",1,"CDF05001999000000","CDF","BTU",20070622
"1999","BOHEMOTASH","1999BOHEMOTASH",1,"USF05141999000162","USF","SHF",20070312
"1999","BRIDGE","1999BRIDGE",1,"USF05011999000224","USF","ANF",20080616
"1999","BUCKS","1999BUCKS",1,"USF05111999000111","USF","PNF",20060125
"1999","CANYON #4","1999CANYON4",2,"CDF051999007946","CDF","SHU",20150905
"1999","CINDER","1999CINDER",1,"USF05061999000053","USF","LNF",20110516
"1999","DARK","1999DARK",1,"NPS05001999000077","NPS","YNP",20040824
"1999","DEER","1999DEER",1,"USF05161999000031","USF","STF",20040108
"1999","DEHAVEN","1999DEHAVEN",1,"CDF05001999000232","CDF","TGU",0
"1999","DEVILS GAP","1999DEVILSGAP",1,"USF05111999000129","USF","PNF",20040108
"1999","DIVISION","1999DIVISION",1,"USF05021999000001","USF","INF",20041008
"1999","DOE MILL","1999DOE_MILL",2,"CDF051999000000","CDF","BTU",20150630
"1999","EAST","1999EAST",1,"USF05051999000022","USF","KNF",20070622
"1999","ELEANOR","1999ELEANOR",2,"NPS05001999000113","NPS","YNP",20040315
"1999","ELLOIT","1999ELLOIT",1,"USF05121999000082","USF","BDF",20080616
"1999","FIRE #3","1999FIRE3",2,"NPS051999000007","NPS","JTP",20150911
"1999","FLORISTON","1999FLORISTON",1,"CDF05171999670532","CDF","NEU",20040108
"1999","GULLY","1999GULLY",1,"USF05211999000076","USF","TOI",20040108
"1999","GUN II","1999GUN2",1,"USF05061999000130","CDF","TGU",20060125
"1999","HIGH","1999HIGH",1,"USF05141999000110","USF","SHF",20070313
"1999","HIRAM","1999HIRAM",1,"USF05161999000044","USF","STF",20040108
"1999","HORTON 2","1999HORTON2",1,"USF05111999000133","USF","PNF",20080616
"1999","JACKASS","1999JACKASS",1,"USF05141999000115","USF","SHF",20070312
"1999","JONES","1999JONES",1,"USF05141999000186","USF","SHF",20070622
"1999","JUNIPER","1999JUNIPER",2,"NPS051999000005","NPS","JTP",20150911
"1999","KIRK CMPLX - HARE","1999HARE",1,"USF05071999000068","USF","LPF",20080620
"1999","KIRK CMPLX - TASSAJARA","1999TASSAJARA",1,"USF05071999000072","USF","LPF",20080623
"1999","LA JOLLA","1999LA_JOLLA",1,"CDF05001999000000","CDF","MVU",20080623
"1999","LAGUNA 100","1999LAGUNA100",1,"USF05021999002176","USF","CNF",20080623
"1999","LECONTE","1999LECONTE",2,"NPS05001999000117","NPS","YNP",0
"1999","LIGHTNING #31","1999LIGHTNING31",1,"CDF05001999000776","CDF","TCU",20040108
"1999","LOOKOUT","1999LOOKOUT",1,"USF05111999000121","USF","PNF",20060125
"1999","LOST BEAR","1999LOST_BEAR",2,"NPS05001999000071","NPS","YNP",20040312
"1999","LOST VALLEY","1999LOST_VALLEY",1,"NPS05001999000202","NPS","YNP",20040823
"1999","LOWDEN","1999LOWDEN",2,"CDF051999004578","CDF","SHU",20150630
"1999","LUNCH","1999LUNCH",1,"USF05141999000138","USF","SHF",20070313
"1999","MEGRAM","1999MEGRAM",1,"USF05141999000123","USF","SHF",0
"1999","MIXING","1999MIXING",1,"USF05121999000140","USF","BDF",20080623
"1999","MORRISON","1999MORRISON",1,"NPS05001999000120","NPS","YNP",20040824
"1999","MUSTY","1999MUSTY",2,"CDF051999000000","CDF","BTU",20150630
"1999","ONION","1999ONION",1,"USF05141999000117","USF","SHF",20070314
"1999","PENDOLA","1999PENDOLA",1,"USF05171999000110","USF","TNF",20080624
"1999","PIDGEON","1999PIDGEN",1,"USF05111999000119","USF","PNF",20060125
"1999","PILOT","1999PILOT",1,"USF05161999000057","USF","STF",20050112
"1999","PINE","1999PINE",1,"USF05091999000058","USF","MDF",0
"1999","PINE","1999PINE_RRU",1,"CDF05001999001371","CDF","RRU",20080623
"1999","RANCH","1999RANCH",1,"USF05071999000101","USF","LPF",20080623
"1999","REPTILE","1999REPTILE",1,"USF05141999000130","USF","SHF",20070313
"1999","RICHBAR COMPLEX","1999RICHBAR_CMPLX",1,"USF05131999000070","USF","SQF",20080625
"1999","SHEEP #1","1999SHEEP1",1,"USF05141999000119","USF","SHF",20070313
"1999","SHEEP #2","1999SHEEP2",1,"USF05141999000112","USF","SHF",20070313
"1999","SOUTH","1999SOUTH",2,"CDF051999000000","CDF","BTU",0
"1999","SPANISH","1999SPANISH",1,"CCO05001999000000","CCO","SBC",20080624
"1999","STAG","1999STAG",1,"USF05111999000103","USF","PNF",20110415
"1999","SUGAR","1999SUGAR",1,"USF05141999000108","USF","SHF",20070313
"1999","TURTLE","1999TURTLE",1,"CDF05001999000093","CDF","BDU",20080624
"1999","WEST","1999WEST",1,"USF05211999000000","USF","TOI",0
"1999","WILLIAMS","1999WILLIAMS",1,"NPS05001999000076","NPS","KNP",20071213
"1999","WILLOW","1999WILLOW",1,"USF05121999000139","USF","BDF",20080624
"1999","WOODLAND","1999WOODLAND",2,"CDF051999000000","CDF","BTU",0
"1999","YELLOW","1999YELLOW",1,"USF05091999000056","USF","MDF",20070622
"2000","ARNOT","2000ARNOT",1,"USF05162000000028","USF","STF",20110414
"2000","ARROW CREEK","2000ARROWCREEK",1,"USF05212000000000","USF","TOI",20040108
"2000","AZUSA","2000AZUSA",1,"USF05042000000291","USF","INF",20041008
"2000","BARK","2000BARK",1,"USF05052000000032","USF","KNF",20070622
"2000","CABBAGE","2000CABBAGE",1,"USF05082000000002","USF","MNF",20080212
"2000","CONCOW","2000CONCOW",2,"CDF052000000000","CDF","BTU",20150610
"2000","GOAT","2000GOAT",2,"CDF052000000000","CDF","LMU",20150611
"2000","GOLDEN2","2000GOLDEN2",1,"USF05212000000083","USF","TOI",20040108
"2000","HAPPY","2000HAPPY",2,"NPS052000000004","NPS","DVP",20150611
"2000","HARLEY","2000HARLEY",1,"CDF05002000000156","CDF","TCU",20040108
"2000","HIGHWAY","2000HIGHWAY",1,"CDF05002000000185","CDF","FKU",20041012
"2000","JOURNEY","2000JOURNEY",1,"USF05102000000102","USF","SRF",20070314
"2000","KING","2000KING",1,"CCO05002000034041","CCO","KRN",20060131
"2000","MANTER","2000MANTER",1,"USF05132000001883","USF","SQF",0
"2000","MILLWOOD","2000MILLWOOD",1,"USF05132000000065","USF","SQF",20041015
"2000","MITCHELL","2000MITCHELL",1,"USF05212000000000","USF","TOI",0
"2000","MORGAN","2000MORGAN",2,"CDF052000000000","CDF","LNU",20150630
"2000","NORTH FORK","2000NORTH_FORK",1,"CDF052000000000","CDF","BEU",20150611
"2000","PECHANGA","2000PECHANGA",1,"CDF05002000000000","CDF","RRU",20080625
"2000","PLASKETT 2","2000PLASKETT2",2,"USF05072000000030","USF","LPF",20080625
"2000","SAWMILL","2000SAWMILL",1,"USF05042000000031","USF","INF",20041008
"2000","SENECA","2000SENECA",1,"USF05212000000057","USF","TOI",20040108
"2000","STORRIE","2000STORRIE",1,"USF05112000000848","USF","PNF",20060125
"2000","TOWN","2000TOWN",1,"USF05082000000001","USF","MNF",20070622
"2000","WEINSTEIN","2000WEINSTEIN",1,"CDF05002000000165","CDF","TGU",20070622
"2001","BELL","2001BELL",1,"USF05092001000158","USF","MDF",20060131
"2001","BLUE","2001BLUE",2,"USF05092001000138","USF","MDF",20040804
"2001","BRICEBURG","2001BRICEBURG",1,"USF05152001000293","USF","SNF",20041015
"2001","BURNT","2001BURNT",2,"NPS05002001000064","NPS","KNP",20041015
"2001","CLEAR","2001CLEAR",1,"USF05092001000009","USF","MDF",20070307
"2001","CRATER","2001CRATER",1,"USF05042001000063","USF","INF",20041015
"2001","CREEK FIRE","2001CREEK",1,"CDF05002001000361","CDF","MMU",20050621
"2001","DARBY","2001DARBY",1,"CDF05002001000680","CDF","TCU",20040108
"2001","DEVIL","2001DEVIL",1,"CDF05002001000042","CDF","LMU",20060125
"2001","FLORISTON","2001FLORISTON",1,"CDF05002001001030","CDF","NEU",20040109
"2001","GAP","2001GAP",1,"USF05172001000674","USF","TNF",20040723
"2001","HEMLOCK","2001HEMLOCK",1,"USF05122001000054","USF","BDF",20080626
"2001","HIGHWAY","2001HIGHWAY",1,"USF05132001000055","USF","SQF",20041015
"2001","HIGHWAY 70","2001HIGHWAY70",1,"CDF05002001000677","CDF","BTU",0
"2001","HOOVER","2001HOOVER",2,"NPS05002001001655","NPS","YNP",20040823
"2001","HYAMPOM","2001HYAMPOM",1,"USF05142001000102","USF","SHF",20070315
"2001","JONES","2001JONES",1,"USF05052001000005","USF","KNF",20070622
"2001","LEONARD","2001LEONARD",2,"CDF052001000622","CDF","TCU",20150630
"2001","MARTIS","2001MARTIS",2,"CDF05172001009855","CDF","NEU",20040108
"2001","MCLAUGHLIN","2001MCLAUGHLIN",1,"USF05042001000008","USF","INF",20041015
"2001","MOORE","2001MOORE",1,"USF05162001000089","CDF","TCU",20040108
"2001","MUSIC","2001MUSIC",1,"USF05152001000055","USF","SNF",20041015
"2001","NORTH FORK","2001NORTH_FORK",1,"USF05152001000057","USF","SNF",20040921
"2001","OREGON","2001OREGON",1,"CDF05002001000000","CDF","SHU",20070622
"2001","POE","2001POE",1,"CDF05002001000000","CDF","BTU",0
"2001","PONDEROSA","2001PONDEROSA",2,"CDF052001000708","CDF","NEU",20150611
"2001","ROCK","2001ROCK",1,"USF05092001000131","USF","MDF",20070622
"2001","ROCK CREEK","2001ROCK_CREEK",1,"USF05172001000007","USF","TNF",20040108
"2001","SALT","2001SALT",1,"USF05032001000042","USF","ENF",20040108
"2001","SILVER","2001SILVER",1,"USF05152001000081","USF","SNF",20041015
"2001","STABLES FIRE","2001STABLES",1,"CCO05002001099200","CCO","LAC",20080625
"2001","STAR","2001STAR",2,"USF05032001000074","USF","ENF",20040723
"2001","STREAM","2001STREAM",2,"USF05112001000091","USF","PNF",20040804
"2001","SWILLUP II","2001SWILLUP2",1,"USF05052001000167","USF","KNF",20070622
"2001","TAR","2001TAR",1,"NPS05002001000091","NPS","KNP",20140612
